	('Numbers: Five-5988', 'Digit: Five')	('Numbers: Five-573', 'Digit: Five')	('Numbers: Six-5766', 'Digit: Six')	('Numbers: Eight-5687', 'Digit: Eight')	('Numbers: Zero-6374', 'Digit: Zero')	('Numbers: Six-4535', 'Digit: Six')	('Numbers: Nine-1353', 'Digit: Nine')	('Numbers: Three-4063', 'Digit: Three')	('Numbers: Two-2242', 'Digit: Two')	('Numbers: Six-4742', 'Digit: Six')	('Numbers: Six-4597', 'Digit: Six')	('Numbers: Six-3897', 'Digit: Six')	('Numbers: Three-6513', 'Digit: Three')	('Numbers: Seven-5026', 'Digit: Seven')	('Numbers: Four-6277', 'Digit: Four')	('Numbers: Four-307', 'Digit: Four')	('Numbers: Zero-2589', 'Digit: Zero')	('Numbers: Six-1819', 'Digit: Six')	('Numbers: One-2216', 'Digit: One')	('Numbers: Six-4625', 'Digit: Six')	('Numbers: Nine-6749', 'Digit: Nine')	('Numbers: Seven-5147', 'Digit: Seven')	('Numbers: Seven-791', 'Digit: Seven')	('Numbers: Zero-2997', 'Digit: Zero')	('Numbers: Five-5313', 'Digit: Five')	('Numbers: Four-6502', 'Digit: Four')	('Numbers: Four-2173', 'Digit: Four')	('Numbers: Four-459', 'Digit: Four')	('Numbers: Zero-3729', 'Digit: Zero')	('Numbers: Three-6213', 'Digit: Three')	('Numbers: Five-2201', 'Digit: Five')	('Numbers: Seven-1830', 'Digit: Seven')	('Numbers: Zero-4354', 'Digit: Zero')	('Numbers: Nine-3217', 'Digit: Nine')	('Numbers: Six-4860', 'Digit: Six')	('Numbers: Five-2026', 'Digit: Five')	('Numbers: Six-1078', 'Digit: Six')	('Numbers: Four-756', 'Digit: Four')	('Numbers: Two-771', 'Digit: Two')	('Numbers: Seven-1815', 'Digit: Seven')	('Numbers: Zero-69', 'Digit: Zero')	('Numbers: Five-517', 'Digit: Five')	('Numbers: One-282', 'Digit: One')	('Numbers: One-3358', 'Digit: One')	('Numbers: Eight-2356', 'Digit: Eight')	('Numbers: Five-1369', 'Digit: Five')	('Numbers: Seven-136', 'Digit: Seven')	('Numbers: Nine-3632', 'Digit: Nine')	('Numbers: One-5942', 'Digit: One')	('Numbers: Nine-3381', 'Digit: Nine')	('Numbers: Five-254', 'Digit: Five')	('Numbers: Seven-2310', 'Digit: Seven')	('Numbers: Seven-6546', 'Digit: Seven')	('Numbers: Nine-2265', 'Digit: Nine')	('Numbers: Nine-6823', 'Digit: Nine')	('Numbers: Four-2860', 'Digit: Four')	('Numbers: Seven-1241', 'Digit: Seven')	('Numbers: Six-3933', 'Digit: Six')	('Numbers: Zero-4387', 'Digit: Zero')	('Numbers: Two-681', 'Digit: Two')	('Numbers: Two-1467', 'Digit: Two')	('Numbers: Two-604', 'Digit: Two')	('Numbers: Three-6923', 'Digit: Three')	('Numbers: Three-1236', 'Digit: Three')	('Numbers: Six-5538', 'Digit: Six')	('Numbers: Two-2505', 'Digit: Two')	('Numbers: One-3389', 'Digit: One')	('Numbers: Two-6745', 'Digit: Two')	('Numbers: Six-991', 'Digit: Six')	('Numbers: One-5367', 'Digit: One')	('Numbers: Zero-4025', 'Digit: Zero')	('Numbers: Two-815', 'Digit: Two')	('Numbers: Seven-1293', 'Digit: Seven')	('Numbers: Nine-1222', 'Digit: Nine')	('Numbers: Nine-4416', 'Digit: Nine')	('Numbers: Eight-1341', 'Digit: Eight')	('Numbers: Four-4925', 'Digit: Four')	('Numbers: Four-1148', 'Digit: Four')	('Numbers: One-3820', 'Digit: One')	('Numbers: Four-6380', 'Digit: Four')	('Numbers: Seven-4339', 'Digit: Seven')	('Numbers: Eight-5763', 'Digit: Eight')	('Numbers: Seven-6757', 'Digit: Seven')	('Numbers: Six-3632', 'Digit: Six')	('Numbers: Six-1245', 'Digit: Six')	('Numbers: Six-185', 'Digit: Six')	('Numbers: Nine-2661', 'Digit: Nine')	('Numbers: Eight-5400', 'Digit: Eight')	('Numbers: Five-4818', 'Digit: Five')	('Numbers: Two-3886', 'Digit: Two')	('Numbers: Six-990', 'Digit: Six')	('Numbers: One-5209', 'Digit: One')	('Numbers: Five-6071', 'Digit: Five')	('Numbers: Two-5864', 'Digit: Two')	('Numbers: Five-5793', 'Digit: Five')	('Numbers: One-1519', 'Digit: One')	('Numbers: Nine-5532', 'Digit: Nine')	('Numbers: Eight-5622', 'Digit: Eight')	('Numbers: Six-3402', 'Digit: Six')	('Numbers: Six-5617', 'Digit: Six')
pos_20-19	60	0	0	0	253	20	0	0	191	18	19	35	61	32	0	0	231	0	0	21	0	0	0	0	255	0	0	0	0	217	48	0	233	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	254	0	0	0	253	253	253	17	253	27	253	0	255	15	0	253	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	226	86	0	0	0	254	0
pos_20-20	0	0	0	0	253	0	0	0	191	0	8	31	0	0	0	0	213	0	0	0	0	0	0	0	191	0	0	0	0	252	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	96	0	0	0	98	253	254	0	104	0	253	0	255	0	0	112	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	254	0	0	0	0	254	0
pos_20-21	0	0	0	0	176	0	0	0	207	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	6	253	253	0	0	0	253	0	255	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	254	0	0	0	0	146	0
pos_20-22	0	0	0	0	48	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	253	254	0	0	0	253	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	3	0
pos_20-23	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	152	84	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
pos_20-24	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-25	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0
pos_21-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	216	22	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	96	0	0	0	0	0	0
pos_21-6	0	0	0	0	0	0	0	0	0	0	5	0	58	0	0	0	0	0	0	0	0	0	234	0	128	0	0	0	254	99	0	0	25	0	0	51	0	0	31	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	254	0	0	254	0	0	0	0	16	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	133	0	0	0	212	0	0	0	0	0	0
pos_21-7	153	0	0	74	11	0	0	0	0	0	58	0	244	0	0	0	0	160	0	0	0	0	252	0	255	0	0	0	229	167	0	0	165	0	0	247	9	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	251	254	0	0	253	0	191	0	0	204	153	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	126	194	0	0	0	204	0	0	0	0	0	0
pos_21-8	253	30	0	252	140	0	0	0	80	3	201	0	254	0	0	0	137	252	0	0	0	0	241	169	255	0	0	0	134	133	0	23	245	0	0	253	251	0	0	0	21	0	0	0	0	255	0	0	143	0	0	0	76	0	0	0	0	0	251	0	149	253	253	0	0	253	0	255	0	0	253	254	0	0	0	85	0	0	0	0	0	131	0	5	191	0	0	189	14	158	0	0	0	96	0	0	0	0	0	0
pos_21-9	253	134	0	104	238	11	0	0	159	40	254	0	254	0	0	0	254	252	0	0	0	14	139	252	255	0	0	0	45	150	0	198	182	0	149	253	158	0	0	53	253	0	0	26	0	255	0	0	253	0	156	107	236	0	0	0	0	0	254	0	253	251	254	0	0	249	0	255	0	0	253	254	3	0	0	253	0	0	0	0	0	253	0	136	255	58	0	254	0	126	22	0	0	39	86	0	0	0	0	0
pos_21-10	255	252	51	22	231	175	0	0	159	167	254	0	254	0	0	0	214	252	0	102	193	225	31	253	255	0	0	0	35	238	0	253	65	0	255	254	163	0	0	205	253	0	8	231	126	255	0	0	253	0	253	254	253	0	0	0	0	0	254	209	253	253	253	0	3	232	0	255	0	0	253	254	118	0	0	234	0	0	0	0	0	110	0	253	255	199	0	248	0	49	71	0	0	0	255	255	0	0	0	32
pos_21-11	253	252	252	22	198	252	104	0	128	253	254	58	254	0	0	0	115	252	0	189	253	254	0	243	255	165	2	0	129	238	0	253	0	15	254	253	220	0	0	252	232	0	206	252	252	255	20	0	93	0	253	231	248	206	0	0	0	39	254	233	253	251	254	0	76	150	0	255	0	0	253	254	253	0	0	90	0	0	0	0	0	0	0	253	255	250	0	111	0	0	147	0	0	0	57	255	0	0	0	133
pos_21-12	203	252	151	31	84	252	254	0	128	253	254	135	254	0	0	0	47	252	0	189	253	186	0	231	255	254	169	0	172	238	0	253	0	201	254	253	68	36	0	252	200	171	254	252	252	255	224	0	0	0	255	91	104	253	0	0	34	117	254	60	253	253	253	0	163	47	70	128	0	114	250	254	253	0	0	5	0	0	0	0	0	0	97	253	255	253	0	58	121	0	253	0	0	0	0	255	0	147	52	254
pos_21-13	185	252	151	153	84	252	254	0	143	253	201	146	254	0	0	0	11	252	229	205	253	7	0	252	255	81	254	83	238	238	0	113	0	253	254	253	5	246	0	252	253	255	99	141	186	255	252	0	0	255	128	0	0	185	0	0	244	153	254	234	253	138	253	16	185	0	252	0	0	254	244	249	243	0	78	70	0	0	0	86	38	0	252	253	255	253	95	58	192	0	253	125	0	0	0	64	129	254	131	253
pos_21-14	247	252	131	249	84	252	244	83	128	137	155	199	254	0	114	39	11	176	252	252	216	0	0	252	255	0	253	252	254	240	0	3	0	253	254	254	0	206	0	187	253	84	0	0	74	141	253	22	0	226	31	0	0	0	76	0	254	252	254	176	253	84	254	50	254	0	252	191	0	253	249	184	53	175	244	127	0	0	107	255	254	0	252	253	255	253	254	109	0	0	253	253	0	0	0	0	254	44	174	253
pos_21-15	255	253	30	253	120	253	74	248	191	132	83	254	249	25	254	253	52	82	246	253	17	0	0	253	255	0	105	252	254	238	0	0	0	68	254	253	0	0	0	31	253	0	0	0	122	0	13	241	0	0	0	0	0	0	249	0	254	253	250	0	253	83	253	171	254	0	0	255	0	198	253	66	0	253	168	253	177	0	254	255	158	0	35	249	255	253	251	250	0	0	254	253	0	0	57	0	91	0	173	147
pos_21-16	253	100	0	201	245	220	0	23	175	63	0	218	187	253	235	252	132	0	42	205	0	0	0	223	255	0	0	73	218	238	178	0	45	0	152	145	0	0	0	0	253	0	0	0	230	0	0	254	0	114	0	0	0	0	253	0	220	253	153	0	253	84	253	253	217	0	0	255	0	85	253	0	0	69	4	209	253	0	253	0	0	192	0	132	0	253	52	246	0	0	253	30	0	0	170	0	0	183	154	58
pos_21-17	234	10	0	19	253	102	0	0	159	5	0	86	104	253	0	252	219	0	0	51	0	0	0	37	255	0	0	0	47	238	254	0	158	0	56	0	0	0	0	0	128	0	0	0	252	0	0	86	0	29	0	0	0	0	96	86	0	228	36	0	253	83	164	253	130	0	0	255	0	57	253	0	0	0	0	10	121	9	128	0	0	253	0	9	0	163	0	0	0	0	161	0	0	0	255	0	0	254	154	0
pos_21-18	117	0	0	0	253	0	0	0	128	0	0	0	3	146	0	192	252	0	0	0	0	0	0	0	255	0	0	0	0	242	254	0	252	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	254	0	39	0	53	253	84	19	253	0	55	0	255	0	0	160	0	0	0	0	0	0	222	8	0	0	49	0	0	0	15	0	0	0	0	85	0	0	0	170	0	0	98	154	0
pos_21-19	0	0	0	0	205	0	0	0	175	0	0	0	0	6	0	0	251	0	0	0	0	0	0	0	128	0	0	0	0	252	142	0	252	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	63	0	0	0	0	254	0	0	0	195	253	83	0	228	0	96	0	255	0	0	36	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	32	0	0	0	0	154	0
pos_21-20	0	0	0	0	94	0	0	0	191	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	64	0	0	0	0	252	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	129	0	0	0	253	154	253	0	43	0	151	0	255	0	0	3	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	84	0
pos_21-21	0	0	0	0	15	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	140	90	251	0	0	0	232	0	191	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	5	0
pos_21-22	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	21	18	253	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0
pos_21-23	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	1	83	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0
pos_21-24	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-25	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0
pos_22-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	32	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	187	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	146	0	0	180	0	64	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
pos_22-7	45	0	0	16	0	0	0	0	0	0	0	0	44	0	0	0	0	17	0	0	0	0	178	0	128	0	0	0	254	252	0	0	41	0	0	109	6	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	253	254	0	0	253	0	255	0	0	7	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0
pos_22-8	194	0	0	205	0	0	0	0	0	0	0	0	83	0	0	0	0	33	0	0	0	0	101	59	255	0	0	0	254	252	0	101	252	0	0	240	202	0	0	18	1	0	0	0	0	170	0	0	143	0	0	90	248	0	0	0	0	0	51	0	19	254	254	0	0	253	0	255	0	0	85	254	0	0	0	1	0	0	0	0	0	143	0	0	128	0	0	189	206	0	0	0	0	0	0	0	0	0	0	0
pos_22-9	253	28	0	252	29	0	0	0	0	0	0	0	159	0	0	0	139	119	0	0	68	154	0	252	255	0	0	0	254	252	0	253	252	0	0	253	254	0	0	182	108	0	0	101	0	170	0	0	253	0	52	250	253	0	0	0	0	0	242	0	207	196	254	0	0	124	0	255	0	0	135	254	97	0	0	9	0	0	0	0	0	253	0	3	128	0	0	254	74	0	0	0	0	0	0	64	0	0	0	0
pos_22-10	254	207	0	253	85	62	22	0	0	0	0	0	191	0	0	0	237	195	0	0	249	254	0	253	255	9	0	0	254	252	0	253	244	13	0	254	185	0	0	252	232	10	16	249	10	170	0	0	240	0	231	251	236	45	0	0	0	0	254	209	253	0	254	12	0	0	0	191	0	0	210	254	252	0	0	207	0	0	0	0	0	214	0	11	255	0	0	254	0	0	0	0	0	0	170	255	0	0	0	0
pos_22-11	253	252	0	252	155	108	243	0	0	0	0	0	232	0	0	0	254	233	0	0	253	254	0	252	255	216	53	0	254	252	0	253	217	188	0	253	79	5	0	252	253	103	254	252	235	141	48	0	54	0	252	100	57	245	0	0	0	0	254	254	253	0	254	81	0	0	0	64	0	0	253	245	252	0	0	241	0	0	0	0	0	0	0	52	255	94	0	254	0	0	0	0	0	0	255	255	0	0	0	0
pos_22-12	253	252	0	252	253	232	254	0	0	0	0	0	159	0	0	0	254	142	0	0	253	12	0	252	255	243	254	47	254	252	0	113	120	253	0	253	1	155	0	252	253	248	254	217	252	57	252	0	0	57	253	0	0	254	0	0	79	0	254	254	230	0	254	51	0	0	19	0	0	0	195	136	252	0	29	229	0	0	0	0	0	0	97	236	255	211	0	254	121	0	0	0	0	0	170	255	106	76	0	0
pos_22-13	253	252	0	252	253	148	254	0	0	0	0	0	159	0	0	0	254	46	177	11	253	0	0	252	255	34	254	227	254	252	0	4	97	253	0	253	0	254	0	217	254	177	99	37	252	0	252	0	0	255	252	0	0	69	0	0	254	0	217	218	135	0	254	228	0	0	219	0	0	253	253	51	117	7	227	228	0	0	0	86	99	0	252	201	128	253	127	254	192	0	0	95	0	0	170	0	228	254	0	0
pos_22-14	253	245	0	252	253	108	195	128	0	0	0	0	66	0	197	116	254	0	252	174	110	0	0	252	255	0	143	252	181	253	0	0	97	151	0	254	0	103	0	0	253	10	0	0	253	0	149	165	0	141	227	0	0	0	198	0	254	128	124	6	135	0	243	253	0	0	252	0	0	251	166	0	0	211	244	250	6	0	36	255	255	25	160	132	0	253	255	254	0	0	0	253	0	0	226	0	254	160	0	0
pos_22-15	246	176	0	128	253	108	0	207	0	0	0	0	56	25	253	253	254	0	253	218	0	0	0	133	255	0	0	226	102	252	0	0	97	7	0	248	0	0	0	0	235	0	0	0	252	0	4	254	0	114	217	0	0	0	253	0	254	253	32	0	135	0	203	253	0	0	0	0	0	253	135	0	0	222	38	253	190	0	228	255	136	142	0	242	0	253	216	254	0	0	0	253	0	0	255	0	41	40	0	0
pos_22-16	139	6	0	21	253	15	0	0	0	0	0	0	0	253	186	252	254	0	108	11	0	0	0	37	255	0	0	14	10	252	187	0	237	0	0	92	0	0	0	0	123	0	0	0	252	0	0	254	0	86	218	0	0	0	214	0	78	226	0	0	100	0	82	253	0	0	0	128	0	251	135	0	0	19	0	159	253	0	253	0	0	249	0	0	0	178	0	246	0	0	0	153	0	0	198	0	0	240	0	0
pos_22-17	33	0	0	0	161	0	0	0	0	0	0	0	0	253	0	252	254	0	0	0	0	0	0	0	191	0	0	0	0	252	255	0	252	0	0	0	0	0	0	0	2	0	0	0	252	0	0	86	0	0	217	0	0	0	0	0	0	101	0	0	12	0	2	251	0	0	0	128	0	168	35	0	0	0	0	0	121	0	253	0	0	253	0	0	0	12	0	0	0	0	0	0	0	0	86	0	0	254	0	0
pos_22-18	0	0	0	0	93	0	0	0	0	0	0	0	0	122	0	116	187	0	0	0	0	0	0	0	128	0	0	0	0	252	254	0	252	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	217	0	0	0	0	216	0	0	0	0	12	0	0	156	0	0	0	128	0	0	2	0	0	0	0	0	0	61	84	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0
