	('Numbers: Two-6454', 'Digit: Two')	('Numbers: Seven-4107', 'Digit: Seven')	('Numbers: Two-1266', 'Digit: Two')	('Numbers: Seven-4453', 'Digit: Seven')	('Numbers: Nine-1124', 'Digit: Nine')	('Numbers: Five-4731', 'Digit: Five')	('Numbers: Eight-3406', 'Digit: Eight')	('Numbers: Three-6237', 'Digit: Three')	('Numbers: Seven-4649', 'Digit: Seven')	('Numbers: Eight-1750', 'Digit: Eight')	('Numbers: Eight-4604', 'Digit: Eight')	('Numbers: Six-4615', 'Digit: Six')	('Numbers: Zero-1358', 'Digit: Zero')	('Numbers: Three-2169', 'Digit: Three')	('Numbers: Three-1800', 'Digit: Three')	('Numbers: Nine-367', 'Digit: Nine')	('Numbers: Eight-3313', 'Digit: Eight')	('Numbers: Eight-5053', 'Digit: Eight')	('Numbers: Zero-4861', 'Digit: Zero')	('Numbers: One-2000', 'Digit: One')	('Numbers: Nine-380', 'Digit: Nine')	('Numbers: Nine-5591', 'Digit: Nine')	('Numbers: Nine-1176', 'Digit: Nine')	('Numbers: Nine-1274', 'Digit: Nine')	('Numbers: Four-440', 'Digit: Four')	('Numbers: One-6191', 'Digit: One')	('Numbers: Nine-2385', 'Digit: Nine')	('Numbers: Zero-1578', 'Digit: Zero')	('Numbers: Seven-192', 'Digit: Seven')	('Numbers: Four-1581', 'Digit: Four')	('Numbers: Four-1418', 'Digit: Four')	('Numbers: Three-6908', 'Digit: Three')	('Numbers: Two-196', 'Digit: Two')	('Numbers: Three-3418', 'Digit: Three')	('Numbers: One-4620', 'Digit: One')	('Numbers: Four-4666', 'Digit: Four')	('Numbers: Seven-3400', 'Digit: Seven')	('Numbers: Eight-2817', 'Digit: Eight')	('Numbers: Eight-3698', 'Digit: Eight')	('Numbers: Zero-5893', 'Digit: Zero')	('Numbers: Eight-4110', 'Digit: Eight')	('Numbers: Three-2232', 'Digit: Three')	('Numbers: Three-550', 'Digit: Three')	('Numbers: Seven-6222', 'Digit: Seven')	('Numbers: Two-1375', 'Digit: Two')	('Numbers: Zero-87', 'Digit: Zero')	('Numbers: Seven-177', 'Digit: Seven')	('Numbers: Seven-5490', 'Digit: Seven')	('Numbers: Five-5151', 'Digit: Five')	('Numbers: Six-5683', 'Digit: Six')	('Numbers: Six-4309', 'Digit: Six')	('Numbers: Zero-3223', 'Digit: Zero')	('Numbers: One-5083', 'Digit: One')	('Numbers: Two-6379', 'Digit: Two')	('Numbers: Five-2067', 'Digit: Five')	('Numbers: Two-5965', 'Digit: Two')	('Numbers: One-5138', 'Digit: One')	('Numbers: One-5827', 'Digit: One')	('Numbers: Eight-5077', 'Digit: Eight')	('Numbers: Nine-5864', 'Digit: Nine')	('Numbers: Eight-4288', 'Digit: Eight')	('Numbers: Zero-6617', 'Digit: Zero')	('Numbers: Four-6078', 'Digit: Four')	('Numbers: Eight-538', 'Digit: Eight')	('Numbers: Eight-699', 'Digit: Eight')	('Numbers: One-6520', 'Digit: One')	('Numbers: Seven-5242', 'Digit: Seven')	('Numbers: Four-1193', 'Digit: Four')	('Numbers: Five-5481', 'Digit: Five')	('Numbers: Zero-2402', 'Digit: Zero')	('Numbers: Two-3998', 'Digit: Two')	('Numbers: Three-1004', 'Digit: Three')	('Numbers: Three-3872', 'Digit: Three')	('Numbers: Three-4269', 'Digit: Three')	('Numbers: Two-2499', 'Digit: Two')	('Numbers: Nine-1744', 'Digit: Nine')	('Numbers: Three-5096', 'Digit: Three')	('Numbers: Zero-44', 'Digit: Zero')	('Numbers: Two-12', 'Digit: Two')	('Numbers: Four-1062', 'Digit: Four')	('Numbers: Seven-3896', 'Digit: Seven')	('Numbers: Four-6417', 'Digit: Four')	('Numbers: One-4148', 'Digit: One')	('Numbers: One-7346', 'Digit: One')	('Numbers: Four-3173', 'Digit: Four')	('Numbers: Seven-6680', 'Digit: Seven')	('Numbers: One-3946', 'Digit: One')	('Numbers: Six-3104', 'Digit: Six')	('Numbers: Zero-4221', 'Digit: Zero')	('Numbers: Eight-2878', 'Digit: Eight')	('Numbers: Two-3441', 'Digit: Two')	('Numbers: Three-6402', 'Digit: Three')	('Numbers: Eight-1512', 'Digit: Eight')	('Numbers: Five-1165', 'Digit: Five')	('Numbers: Eight-6226', 'Digit: Eight')	('Numbers: Six-3943', 'Digit: Six')	('Numbers: Zero-5326', 'Digit: Zero')	('Numbers: Nine-5164', 'Digit: Nine')	('Numbers: Four-5991', 'Digit: Four')	('Numbers: Eight-972', 'Digit: Eight')
pos_20-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-4	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-5	225	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	147	0	0	0	0	254	0	0	0	48	255	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	30	0	0	0	0	0
pos_21-6	252	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	43	71	0	0	253	0	0	0	0	0	0	0	0	0	154	0	0	0	0	255	252	0	0	0	0	0	0	254	0	0	0	0	237	0	0	0	247	253	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	161	0	0	0	0	5
pos_21-7	252	0	126	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	252	0	54	0	0	0	69	0	18	0	179	227	0	27	225	0	0	0	0	0	0	0	0	0	254	0	0	0	0	253	160	0	10	0	0	0	0	140	34	0	0	0	134	64	0	21	252	253	0	0	0	0	0	0	0	0	0	0	128	253	0	0	82	231	0	0	0	0	101
pos_21-8	253	0	126	0	0	0	0	0	0	0	0	167	114	0	0	0	0	0	69	83	0	0	0	0	0	0	0	0	0	0	0	252	0	253	0	0	0	244	0	31	121	231	41	0	145	230	0	4	0	0	0	0	0	1	0	254	0	0	0	0	142	0	0	205	0	0	0	0	0	227	0	0	0	134	251	0	198	252	253	0	0	0	0	25	0	0	0	3	0	253	253	0	0	234	245	0	0	0	0	252
pos_21-9	252	0	79	0	0	0	110	0	0	0	0	253	226	0	0	0	141	209	253	0	0	0	0	0	0	0	5	0	0	0	0	252	0	230	0	0	0	253	0	10	254	249	0	0	250	254	0	133	0	0	13	10	0	144	0	254	0	0	0	0	0	0	0	253	204	0	0	0	0	253	0	38	74	134	253	0	253	252	253	0	0	0	0	253	0	0	0	95	53	253	253	0	35	253	236	0	76	0	0	236
pos_21-10	252	0	0	0	0	0	253	0	0	186	0	253	255	0	0	0	255	232	254	0	0	0	0	0	0	0	205	0	0	0	0	252	0	22	0	0	0	253	168	0	254	253	0	79	236	253	91	252	0	0	139	205	0	104	0	254	0	0	0	0	0	0	0	253	253	0	0	0	0	253	63	95	138	134	251	0	252	253	253	0	0	0	0	253	0	0	0	223	253	166	229	0	232	153	171	0	125	0	0	48
pos_21-11	252	0	0	0	0	0	252	0	0	253	0	253	255	0	0	0	255	8	142	0	0	0	0	0	0	0	254	0	0	0	0	252	0	0	0	13	0	253	253	0	254	252	0	254	145	234	243	253	0	0	152	254	0	0	173	252	0	217	183	0	0	13	0	242	43	0	0	0	0	253	118	119	0	211	251	0	252	252	253	0	0	0	0	253	0	0	6	253	252	0	155	28	252	71	92	191	0	3	0	0
pos_21-12	253	0	0	0	0	0	177	0	0	253	0	253	198	0	0	0	114	0	24	0	0	64	0	0	0	0	72	0	139	0	0	252	0	0	103	254	0	253	106	0	15	252	0	254	145	171	253	253	0	21	209	194	0	0	253	87	0	252	253	0	86	47	0	135	0	127	0	0	0	253	141	0	0	234	251	225	252	252	253	0	90	0	195	152	40	0	253	253	252	0	14	186	153	0	20	255	0	191	0	0
pos_21-13	252	38	0	0	0	0	57	0	167	181	123	253	141	0	0	0	29	0	88	0	216	253	0	0	137	156	0	0	253	96	98	253	38	0	255	253	0	253	0	0	27	252	0	229	39	23	46	253	0	203	253	161	29	0	253	13	197	252	147	76	253	151	115	240	0	251	0	0	0	253	252	38	0	250	251	253	252	252	253	0	254	74	253	6	253	52	253	253	252	0	0	72	9	0	6	255	0	254	0	0
pos_21-14	252	253	0	0	0	0	57	0	185	101	254	253	141	0	44	0	0	0	235	0	253	246	0	0	254	253	0	0	203	254	254	252	83	0	253	253	184	253	0	0	193	252	81	20	0	0	0	253	0	255	253	181	230	0	253	0	251	195	0	242	181	212	254	240	0	251	0	0	0	253	253	144	0	254	253	227	253	244	253	0	254	253	92	0	253	254	253	253	252	73	25	0	0	0	66	255	61	223	62	0
pos_21-15	252	252	0	211	0	0	198	31	11	224	254	205	170	12	244	203	0	0	254	0	170	0	255	5	218	245	0	0	0	254	184	252	140	0	103	28	254	253	0	0	251	253	142	0	0	0	0	253	0	231	253	254	254	0	253	0	253	0	205	247	0	252	254	186	0	158	169	191	0	236	252	243	0	160	251	43	252	214	255	0	254	252	0	0	49	11	59	254	253	250	131	0	155	0	253	255	250	42	254	64
pos_21-16	253	252	0	253	0	0	215	208	0	253	254	102	170	187	244	203	57	28	173	0	0	0	170	254	15	0	0	0	0	230	148	252	195	0	0	0	253	222	254	0	246	252	230	0	0	0	0	253	0	22	114	254	159	0	253	0	251	0	221	99	0	240	181	37	81	0	252	253	0	235	252	253	0	253	251	0	252	40	253	108	152	240	0	0	0	0	0	253	252	253	253	6	253	52	168	255	89	0	246	253
pos_21-17	252	28	0	219	112	0	252	253	0	253	254	0	226	254	0	0	86	253	0	0	0	0	0	98	0	0	0	0	0	0	221	183	146	0	0	0	46	29	122	0	168	252	249	0	0	0	0	138	0	239	14	254	0	255	223	0	0	0	28	0	0	79	4	0	253	0	140	227	0	65	252	189	0	213	251	0	236	0	253	253	5	37	0	0	0	0	0	240	251	54	253	227	252	233	0	255	0	0	38	252
pos_21-18	252	0	0	16	252	0	252	253	0	87	254	0	255	149	0	0	141	247	0	0	0	0	0	0	0	0	0	0	0	0	19	54	140	4	0	0	0	0	0	0	7	252	253	0	0	0	0	8	0	255	0	254	0	253	48	0	0	0	0	0	0	0	0	0	235	0	0	148	0	0	108	19	4	120	251	0	145	0	253	253	0	0	0	0	0	0	0	161	134	0	196	254	96	255	0	191	0	0	0	175
pos_21-19	252	0	0	0	253	0	252	191	0	0	253	0	255	0	0	0	170	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	74	0	0	0	0	0	0	0	252	212	0	0	0	0	0	0	86	0	237	0	253	0	21	0	0	0	0	0	0	0	0	22	0	0	0	112	0	0	0	165	17	253	0	35	0	226	197	0	0	0	0	0	0	0	34	21	0	44	171	0	151	0	0	0	0	0	0
pos_21-20	134	0	0	0	232	0	196	0	0	0	155	0	255	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	212	0	0	0	0	0	0	0	250	26	0	0	0	0	0	0	0	0	20	0	253	0	57	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	192	0	251	0	0	0	163	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-21	28	0	0	0	0	0	21	0	0	0	0	0	57	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	253	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	63	0	179	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	7	0	251	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	251	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-5	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	82	0	0	0	0	253	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0
pos_22-6	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	89	0	0	253	0	0	0	0	0	0	0	0	0	27	0	0	0	0	177	202	0	0	0	0	0	0	246	0	0	0	0	254	0	0	0	63	253	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	8
pos_22-7	252	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	252	0	93	0	0	0	143	0	0	0	0	253	0	0	253	0	0	0	0	0	0	0	0	0	216	0	0	0	0	253	227	0	127	0	0	0	0	250	0	0	0	0	254	64	0	0	136	253	0	0	0	0	0	0	0	0	0	0	146	253	0	0	0	0	0	0	0	0	211
pos_22-8	253	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	18	0	0	0	0	0	0	0	8	0	0	0	0	252	0	253	0	0	0	253	0	0	121	0	227	0	0	253	0	14	0	0	0	0	0	0	0	254	0	0	0	0	151	80	0	253	0	0	0	0	71	135	0	0	0	253	251	0	18	231	253	0	0	0	0	25	0	0	0	0	0	253	253	0	0	71	56	0	0	0	0	252
pos_22-9	252	0	0	0	0	0	0	0	0	0	0	152	29	37	0	0	0	209	206	0	0	0	0	0	0	0	151	0	0	0	0	252	0	193	0	0	0	253	0	0	254	70	112	2	44	254	91	253	0	0	0	0	0	0	0	254	0	0	0	0	20	81	0	253	130	0	0	0	0	156	0	169	155	254	253	0	104	252	253	0	0	0	0	253	0	0	0	0	0	249	146	0	0	252	172	0	76	0	0	245
pos_22-10	252	0	0	0	0	0	253	3	0	35	0	253	170	37	0	0	170	244	254	0	0	0	0	0	0	0	254	0	0	0	0	252	0	10	0	0	0	253	110	0	254	227	112	175	38	184	242	253	0	0	0	134	0	0	0	149	0	0	0	0	10	184	0	253	253	0	0	0	0	233	0	252	80	253	251	0	147	253	253	0	0	0	0	253	0	0	0	14	200	35	49	0	181	253	253	0	210	0	0	217
pos_22-11	252	0	0	0	0	0	252	8	0	217	0	253	255	19	0	0	255	130	253	0	0	0	0	0	0	0	184	0	0	0	0	252	0	0	0	113	0	253	242	0	254	252	112	254	0	40	253	253	0	0	0	254	0	0	67	22	0	217	201	0	13	203	0	253	128	0	0	0	0	253	0	252	0	254	251	98	191	252	253	0	61	0	7	212	0	0	62	103	252	33	0	93	252	252	252	0	25	125	0	126
pos_22-12	253	0	0	0	0	0	252	88	74	253	0	253	255	0	0	0	255	45	240	0	47	217	0	0	0	0	12	0	140	20	1	252	0	0	102	253	0	253	218	0	194	252	139	245	0	0	135	253	0	0	32	254	0	0	238	0	0	252	253	0	96	252	0	253	0	95	0	0	0	182	3	198	0	253	251	253	217	221	237	0	221	0	202	4	94	0	253	155	252	38	0	250	88	203	245	191	0	253	0	97
pos_22-13	252	163	0	0	0	0	252	162	241	253	31	253	255	14	0	0	255	25	251	0	246	253	0	0	182	156	0	0	254	238	181	253	0	0	253	252	0	253	150	0	240	252	236	51	0	0	3	253	0	20	253	254	0	0	253	0	198	252	113	188	253	252	132	251	0	244	0	0	0	190	14	234	0	253	251	254	252	162	181	0	254	116	253	0	253	115	253	208	252	141	0	234	0	122	190	255	107	254	0	97
pos_22-14	252	253	0	70	0	0	252	162	89	253	216	253	255	96	0	51	255	45	237	0	253	159	0	0	253	253	0	0	112	254	255	252	0	0	252	170	184	171	161	0	254	252	249	0	0	0	0	253	0	208	253	254	178	0	253	0	253	121	79	253	105	205	254	111	43	251	18	0	0	189	163	252	0	254	253	184	253	49	147	0	254	253	92	0	227	197	253	215	252	226	0	180	37	102	252	191	228	81	121	97
pos_22-15	252	252	0	247	0	0	253	206	0	254	254	17	255	220	226	253	255	78	131	0	95	0	255	82	113	245	0	0	0	254	254	252	0	0	102	9	254	109	244	0	253	253	253	0	0	0	0	230	0	254	127	254	254	0	253	0	254	0	254	221	0	69	254	0	69	158	239	190	0	5	183	252	0	253	251	0	252	0	209	0	219	252	0	0	23	2	59	155	253	251	122	180	245	142	253	64	178	0	254	171
pos_22-16	253	177	0	253	0	0	252	253	0	250	254	0	255	254	244	203	255	240	3	0	0	0	170	254	0	0	0	0	0	253	249	179	0	70	0	0	253	13	254	0	126	252	253	0	0	0	0	144	0	231	3	254	197	0	227	0	253	0	177	0	0	50	119	0	222	0	208	252	0	0	252	156	0	229	251	0	155	0	208	60	28	151	0	0	0	0	0	111	252	128	253	182	253	233	141	128	0	0	199	253
pos_22-17	233	3	0	109	51	0	252	253	0	153	254	0	255	225	0	0	255	253	0	0	0	0	0	52	0	0	0	0	0	85	106	41	0	84	0	0	46	0	52	0	0	252	215	0	0	0	0	4	0	254	0	254	9	35	51	0	0	0	0	0	0	0	0	0	253	0	18	252	48	0	252	19	0	19	251	0	66	0	199	253	0	0	0	0	0	0	0	40	134	1	182	254	204	252	0	255	0	0	0	252
pos_22-18	130	0	0	0	253	0	233	253	0	2	254	0	255	11	0	0	255	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	252	97	0	0	0	0	0	0	211	0	186	0	222	0	0	0	0	0	0	0	0	0	0	151	0	0	217	183	0	248	0	166	0	251	0	0	0	59	253	0	0	0	0	0	0	0	0	0	0	12	238	64	233	0	128	0	0	0	96
pos_22-19	56	0	0	0	255	0	145	186	0	0	155	0	226	0	0	0	198	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	252	11	0	0	0	0	0	0	21	0	32	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	123	0	232	0	253	0	0	0	42	253	0	0	0	0	0	0	0	0	0	0	0	69	0	50	0	0	0	0	0	0
pos_22-20	0	0	0	0	253	0	0	0	0	0	0	0	86	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	44	0	251	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	35	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	135	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
