	('Numbers: Six-5412', 'Digit: Six')	('Numbers: Eight-2745', 'Digit: Eight')	('Numbers: Six-6037', 'Digit: Six')	('Numbers: One-1273', 'Digit: One')	('Numbers: One-598', 'Digit: One')	('Numbers: Four-1005', 'Digit: Four')	('Numbers: Seven-1977', 'Digit: Seven')	('Numbers: Seven-2666', 'Digit: Seven')	('Numbers: Five-5014', 'Digit: Five')	('Numbers: Nine-4486', 'Digit: Nine')	('Numbers: Six-6621', 'Digit: Six')	('Numbers: Two-4846', 'Digit: Two')	('Numbers: Three-1486', 'Digit: Three')	('Numbers: Six-1951', 'Digit: Six')	('Numbers: One-3429', 'Digit: One')	('Numbers: Four-2228', 'Digit: Four')	('Numbers: Two-3769', 'Digit: Two')	('Numbers: One-681', 'Digit: One')	('Numbers: Five-2810', 'Digit: Five')	('Numbers: Seven-87', 'Digit: Seven')	('Numbers: Eight-5682', 'Digit: Eight')	('Numbers: Two-4199', 'Digit: Two')	('Numbers: One-7523', 'Digit: One')	('Numbers: Eight-4301', 'Digit: Eight')	('Numbers: Five-6210', 'Digit: Five')	('Numbers: Eight-4909', 'Digit: Eight')	('Numbers: Four-1754', 'Digit: Four')	('Numbers: Seven-846', 'Digit: Seven')	('Numbers: Five-3968', 'Digit: Five')	('Numbers: Zero-4847', 'Digit: Zero')	('Numbers: Four-3079', 'Digit: Four')	('Numbers: Two-5022', 'Digit: Two')	('Numbers: Seven-6162', 'Digit: Seven')	('Numbers: Six-1968', 'Digit: Six')	('Numbers: Zero-1752', 'Digit: Zero')	('Numbers: Three-1116', 'Digit: Three')	('Numbers: One-779', 'Digit: One')	('Numbers: Six-2739', 'Digit: Six')	('Numbers: Six-5802', 'Digit: Six')	('Numbers: One-1141', 'Digit: One')	('Numbers: Six-4825', 'Digit: Six')	('Numbers: Eight-6079', 'Digit: Eight')	('Numbers: Nine-2694', 'Digit: Nine')	('Numbers: Eight-5120', 'Digit: Eight')	('Numbers: Five-266', 'Digit: Five')	('Numbers: Five-610', 'Digit: Five')	('Numbers: Three-3565', 'Digit: Three')	('Numbers: Five-2641', 'Digit: Five')	('Numbers: Five-3873', 'Digit: Five')	('Numbers: Seven-3338', 'Digit: Seven')	('Numbers: Nine-2432', 'Digit: Nine')	('Numbers: Zero-1570', 'Digit: Zero')	('Numbers: Two-4134', 'Digit: Two')	('Numbers: Four-6635', 'Digit: Four')	('Numbers: Zero-6517', 'Digit: Zero')	('Numbers: Three-577', 'Digit: Three')	('Numbers: One-2438', 'Digit: One')	('Numbers: Three-1150', 'Digit: Three')	('Numbers: Seven-7076', 'Digit: Seven')	('Numbers: Three-4759', 'Digit: Three')	('Numbers: Four-3569', 'Digit: Four')	('Numbers: Two-4095', 'Digit: Two')	('Numbers: Eight-3781', 'Digit: Eight')	('Numbers: Seven-3928', 'Digit: Seven')	('Numbers: Zero-2194', 'Digit: Zero')	('Numbers: Four-5574', 'Digit: Four')	('Numbers: Seven-1917', 'Digit: Seven')	('Numbers: Five-3163', 'Digit: Five')	('Numbers: Seven-1900', 'Digit: Seven')	('Numbers: Five-5339', 'Digit: Five')	('Numbers: Nine-1420', 'Digit: Nine')	('Numbers: One-3830', 'Digit: One')	('Numbers: Three-494', 'Digit: Three')	('Numbers: Four-1890', 'Digit: Four')	('Numbers: Three-1440', 'Digit: Three')	('Numbers: Nine-1134', 'Digit: Nine')	('Numbers: Eight-1420', 'Digit: Eight')	('Numbers: Two-5060', 'Digit: Two')	('Numbers: Six-5137', 'Digit: Six')	('Numbers: Four-4197', 'Digit: Four')	('Numbers: Eight-1014', 'Digit: Eight')	('Numbers: One-1537', 'Digit: One')	('Numbers: Two-596', 'Digit: Two')	('Numbers: One-1152', 'Digit: One')	('Numbers: Two-1650', 'Digit: Two')	('Numbers: One-1857', 'Digit: One')	('Numbers: Three-4425', 'Digit: Three')	('Numbers: One-5739', 'Digit: One')	('Numbers: Seven-2546', 'Digit: Seven')	('Numbers: Two-2406', 'Digit: Two')	('Numbers: Four-5075', 'Digit: Four')	('Numbers: Three-6805', 'Digit: Three')	('Numbers: Four-4893', 'Digit: Four')	('Numbers: Nine-2721', 'Digit: Nine')	('Numbers: Zero-4198', 'Digit: Zero')	('Numbers: Two-4837', 'Digit: Two')	('Numbers: Seven-5045', 'Digit: Seven')	('Numbers: Zero-4403', 'Digit: Zero')	('Numbers: Two-3210', 'Digit: Two')	('Numbers: Five-3960', 'Digit: Five')
pos_20-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0
pos_21-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	255	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	255	0	0	0	0	0	0	0	0
pos_21-5	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	255	255	0	211	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	253	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	255	0	0	0	0	0	0	0	0
pos_21-6	0	0	0	237	0	0	0	0	254	0	0	0	0	0	0	0	253	0	0	0	0	0	0	128	0	0	0	0	242	0	0	85	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	91	13	0	0	255	255	0	253	4	0	150	0	0	0	0	0	0	53	0	0	0	0	26	0	0	206	0	253	0	5	125	0	0	0	0	1	0	0	0	227	0	0	0	0	128	116	0	0	0	0	0	0	0
pos_21-7	0	0	0	253	129	0	0	0	254	0	0	0	0	0	0	0	253	0	0	0	119	0	0	255	0	0	0	0	252	50	0	245	0	0	0	199	0	0	0	11	0	0	0	26	9	0	92	244	42	0	0	255	255	0	253	251	0	167	0	136	0	0	0	0	234	0	0	20	0	217	0	0	254	0	253	0	178	254	0	0	0	0	85	0	0	0	99	0	0	0	0	128	236	0	0	0	0	0	0	0
pos_21-8	0	4	0	253	244	0	0	0	254	0	34	207	0	0	0	0	253	213	0	0	254	0	0	255	0	0	0	0	253	254	0	253	0	0	87	252	0	0	0	175	38	0	0	255	23	0	250	244	134	0	0	255	255	0	253	85	0	133	9	253	0	0	255	0	253	0	0	112	0	254	0	0	253	0	160	0	252	254	0	0	40	0	253	0	0	0	0	0	0	167	0	128	68	0	47	70	0	58	129	0
pos_21-9	13	186	144	253	253	0	0	0	254	0	221	252	0	8	0	0	169	252	8	0	243	0	0	191	57	0	0	0	253	231	0	188	0	4	231	252	19	96	0	252	120	25	0	254	73	0	254	245	179	0	0	255	191	0	253	0	0	238	181	254	0	0	255	0	253	0	0	151	0	191	0	0	254	0	143	0	193	252	9	0	243	0	253	0	0	0	0	0	0	254	0	128	0	0	179	252	0	199	242	42
pos_21-10	112	254	253	220	186	0	48	0	254	0	253	253	0	104	207	0	156	252	55	0	115	0	86	128	86	51	0	0	253	49	0	0	0	178	253	252	250	150	0	252	147	253	0	80	115	0	254	254	217	89	0	255	128	0	253	0	0	238	255	253	0	0	255	108	150	0	0	213	0	135	0	0	253	0	143	0	8	197	124	0	213	0	253	0	0	55	0	0	0	165	0	128	0	0	253	252	0	217	124	144
pos_21-11	253	122	253	35	66	0	232	0	254	0	195	252	134	173	253	0	32	252	27	125	0	0	254	0	79	226	0	0	253	0	0	0	0	252	253	252	253	150	50	247	161	253	0	0	115	153	236	254	253	253	0	255	64	88	253	0	0	251	253	253	0	5	0	253	85	0	0	212	50	135	0	0	254	52	143	0	0	15	180	0	60	86	253	0	8	245	0	50	0	47	0	255	0	0	253	253	0	253	24	20
pos_21-12	252	126	253	0	8	0	253	140	254	0	68	252	27	253	253	0	0	252	0	254	0	0	254	0	0	233	0	86	253	0	0	0	53	252	253	252	253	150	161	93	204	216	51	0	115	30	201	248	253	253	0	191	0	253	253	0	0	252	253	253	0	145	0	122	35	0	0	151	254	135	0	0	253	232	169	0	0	0	254	0	9	254	253	0	209	253	41	254	0	147	0	255	0	0	253	252	0	253	141	0
pos_21-13	252	126	253	0	0	70	253	253	254	84	0	252	0	201	254	32	0	154	0	254	14	0	169	64	0	81	0	251	245	0	0	0	200	253	253	253	72	195	245	0	240	106	247	97	31	0	215	156	242	156	64	64	0	253	253	0	203	252	253	253	0	212	0	0	0	0	75	70	254	230	0	71	253	252	253	0	70	0	242	0	0	159	253	0	253	253	86	254	71	254	0	255	42	0	238	252	0	253	232	0
pos_21-14	252	170	253	0	0	254	0	252	254	254	0	252	0	132	253	254	0	0	0	254	196	0	0	191	10	0	32	253	194	0	0	0	252	177	253	252	0	254	253	0	0	106	253	254	23	0	254	119	212	5	255	0	0	254	253	0	254	253	253	254	0	249	0	0	0	0	253	0	80	243	0	252	254	211	253	81	252	0	129	0	17	0	227	169	253	234	97	254	254	194	0	255	253	0	160	252	163	253	234	0
pos_21-15	252	254	253	0	0	254	0	252	254	253	0	253	0	132	246	253	0	0	0	111	253	0	0	255	155	0	211	253	118	0	5	41	127	103	253	252	0	254	219	0	57	142	185	254	6	11	254	22	115	0	255	0	64	103	253	0	254	252	11	253	22	253	191	0	0	0	253	0	0	248	0	102	253	0	253	254	252	0	17	0	233	0	42	252	254	0	234	162	132	13	26	255	253	0	98	168	252	253	54	0
pos_21-16	253	238	253	0	0	254	0	84	105	115	0	252	0	63	127	243	0	0	0	0	128	0	0	255	254	0	252	109	16	0	253	110	0	15	253	252	0	5	136	0	57	253	0	185	0	51	205	0	0	0	255	0	128	0	142	82	148	252	0	253	253	253	255	0	13	53	160	0	0	98	169	0	253	0	228	14	116	0	0	0	150	0	0	252	232	0	252	0	0	0	254	255	253	100	98	0	252	163	0	21
pos_21-17	89	174	253	0	0	254	0	0	0	0	0	252	0	5	0	0	93	0	0	0	0	0	0	255	254	0	231	0	0	0	253	163	0	0	253	223	0	0	31	0	13	253	0	9	0	255	20	0	0	0	64	0	255	0	106	242	0	252	0	253	253	253	255	0	85	216	0	0	0	8	253	0	245	0	42	0	0	25	0	244	0	0	0	244	248	0	252	0	0	0	254	255	216	190	98	0	173	15	0	144
pos_21-18	0	42	199	0	0	224	0	0	0	0	0	252	0	0	0	0	156	0	0	0	0	0	0	128	84	131	54	0	0	0	84	115	0	0	253	88	0	0	0	0	0	49	0	0	0	253	0	0	0	0	0	0	255	0	20	222	0	252	0	253	119	253	128	0	85	8	0	0	0	0	47	0	132	0	0	0	0	117	0	126	0	0	0	56	253	0	96	0	0	0	182	0	4	17	98	0	0	0	0	144
pos_21-19	0	0	94	0	0	17	0	0	0	0	0	189	14	0	0	0	156	0	0	0	0	0	0	0	0	253	0	0	0	11	0	44	0	0	224	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	128	0	0	24	0	252	0	205	0	253	0	0	213	0	0	0	0	0	0	0	5	0	0	0	0	205	0	0	0	0	0	0	253	0	9	0	0	0	0	0	0	0	127	0	0	0	0	253
pos_21-20	0	0	0	0	0	0	0	0	0	0	0	32	232	0	0	0	156	0	0	0	0	0	0	0	0	139	0	0	0	224	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	252	0	94	0	253	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	228	0	0	0	0	251
pos_21-21	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	253	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	253	0	0	0	0	35
pos_21-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0
pos_21-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	138	0	0	0	0	61	0	0	0	0	114	0	0	0	0	0
pos_21-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	11	0	0	0	0	81	0	0	0	0	2	0	0	0	0	0
pos_21-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0
pos_22-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	255	0	0	0	0	0	0	0	0
pos_22-5	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	64	255	0	128	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	255	0	0	0	0	0	0	0	0
pos_22-6	0	0	0	237	61	0	0	0	170	0	0	0	0	0	0	0	253	0	0	0	8	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	191	191	0	210	1	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	253	0	24	125	0	0	0	0	0	0	0	0	252	0	0	0	0	255	5	0	0	0	0	0	0	0
pos_22-7	0	0	0	253	191	0	0	0	241	0	0	0	0	0	0	0	253	0	0	0	231	0	0	255	0	0	0	0	82	10	0	253	0	0	0	84	0	0	0	37	0	0	0	110	0	0	0	0	253	0	0	255	255	0	253	154	0	252	0	26	0	0	0	0	11	0	0	0	0	32	0	0	177	0	253	0	252	254	0	0	0	0	1	0	0	0	244	0	0	0	0	255	28	0	0	0	0	0	0	0
pos_22-8	0	0	0	253	253	0	0	0	254	0	0	207	0	0	0	0	155	202	0	0	253	0	0	255	66	0	0	0	109	213	0	240	0	0	0	252	0	0	0	252	0	0	0	254	0	0	97	0	253	0	0	255	0	0	253	156	0	252	166	117	0	0	191	0	165	0	0	0	0	187	0	0	249	0	253	0	252	254	0	0	0	0	85	0	0	0	217	0	0	17	0	255	0	0	0	44	0	0	0	0
pos_22-9	0	62	5	206	240	0	4	0	254	0	0	252	0	0	0	0	11	249	0	0	105	0	0	255	251	0	0	0	209	254	0	24	0	0	24	252	54	0	0	252	0	14	0	253	0	0	188	10	253	46	0	255	0	0	253	9	0	252	252	214	0	0	255	19	249	0	0	0	0	255	0	0	254	0	253	0	185	83	0	0	80	0	253	0	0	0	217	0	0	203	0	255	0	0	6	236	0	0	146	73
pos_22-10	0	249	119	32	113	0	224	0	254	0	0	253	0	0	224	0	0	252	0	121	0	0	182	255	254	0	0	0	123	233	0	0	0	0	126	252	253	0	0	241	0	210	0	92	0	82	254	94	253	244	0	255	0	0	253	0	0	252	253	247	0	0	255	224	253	0	0	0	0	254	0	0	254	0	253	0	70	0	0	0	245	0	253	0	0	89	171	0	0	253	0	255	0	0	58	252	0	34	202	251
pos_22-11	0	255	241	0	0	0	253	13	254	0	0	252	83	0	186	0	0	252	0	242	31	0	254	255	253	53	0	0	99	47	0	0	0	0	183	252	253	0	0	195	0	253	26	138	0	253	254	94	253	253	0	128	0	128	253	0	0	252	252	253	0	0	255	235	253	0	0	0	100	254	0	0	254	127	253	0	70	0	0	0	254	56	253	0	0	253	206	50	0	253	0	255	0	0	181	253	0	99	253	221
pos_22-12	0	254	253	0	0	0	253	191	254	0	0	252	171	0	21	0	0	229	0	254	90	0	254	255	245	218	0	90	99	0	0	0	217	0	237	252	228	0	0	31	0	253	221	231	0	212	254	33	186	157	0	0	0	253	253	0	0	252	252	253	0	0	191	32	248	0	0	0	254	254	0	0	254	252	253	0	142	0	0	0	222	250	232	0	86	253	234	254	0	253	0	255	0	0	253	252	0	99	254	217
pos_22-13	0	254	253	0	0	70	205	255	254	188	0	252	60	0	21	95	0	45	0	254	190	0	8	255	245	253	0	253	26	0	0	0	252	0	253	253	34	0	0	0	0	253	254	251	0	203	254	0	70	7	64	0	0	253	181	0	129	252	252	253	0	0	128	0	244	0	75	0	254	254	0	52	253	252	253	0	203	0	0	0	182	193	105	0	242	253	253	254	92	146	0	255	42	0	253	252	51	240	151	217
pos_22-14	0	253	253	0	0	253	102	253	237	254	0	252	0	0	21	254	0	0	0	175	253	0	0	255	246	135	96	253	0	0	0	0	217	0	253	252	0	0	0	0	0	253	214	240	0	203	226	0	0	0	255	0	0	195	173	33	254	253	252	254	0	86	255	0	244	0	253	0	171	185	0	253	219	62	249	14	252	0	0	0	227	2	4	131	253	143	252	248	254	21	0	255	253	0	253	218	238	239	38	218
pos_22-15	0	165	213	0	0	253	0	133	121	253	0	253	0	0	19	253	0	0	0	18	213	0	0	255	254	21	252	244	0	0	2	0	0	0	253	222	0	0	0	0	0	253	25	81	0	213	121	0	0	0	255	0	0	8	15	127	254	252	95	253	22	207	255	0	245	0	253	0	0	54	0	234	251	0	159	248	252	0	0	0	249	0	0	252	254	0	252	49	165	0	59	255	253	0	254	35	253	99	0	217
pos_22-16	0	17	132	0	0	253	0	0	2	119	0	235	0	0	0	243	0	0	0	0	0	0	0	255	254	18	251	74	0	0	179	0	0	0	253	118	0	0	0	0	0	253	0	9	0	252	22	0	0	0	255	0	0	0	4	235	195	252	0	253	253	232	255	0	245	83	160	0	0	0	93	112	142	0	42	79	84	0	0	0	99	0	0	252	253	0	234	0	0	0	254	128	253	16	253	0	225	12	0	221
pos_22-17	0	0	46	0	0	254	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	191	231	36	86	0	0	0	254	0	0	0	253	23	0	0	0	0	0	253	0	0	0	253	0	0	0	0	0	0	0	0	0	241	0	252	0	253	253	246	255	0	253	244	0	0	0	0	253	62	59	0	0	0	0	0	0	244	0	0	0	194	253	0	127	0	0	0	254	0	141	253	253	0	0	0	0	251
pos_22-18	0	0	3	0	0	240	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	23	212	0	0	0	0	176	0	0	0	196	0	0	0	0	0	0	49	0	0	0	252	0	0	0	0	0	0	64	0	0	54	0	238	0	222	89	241	128	0	253	44	0	0	0	0	124	0	0	0	0	0	0	0	0	192	0	0	0	19	253	0	9	0	0	0	241	0	0	38	253	0	0	0	0	251
pos_22-19	0	0	0	0	0	34	0	0	0	0	0	4	166	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	77	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	189	0	8	0	232	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	253	0	0	0	0	253
pos_22-20	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	232	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	253	0	0	0	0	251
pos_22-21	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	187	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	217	0	0	0	0	35
pos_22-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0
pos_22-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
pos_22-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
