	('Numbers: Five-415', 'Digit: Five')	('Numbers: Nine-384', 'Digit: Nine')	('Numbers: Five-1053', 'Digit: Five')	('Numbers: Zero-4050', 'Digit: Zero')	('Numbers: Nine-1168', 'Digit: Nine')	('Numbers: Four-2898', 'Digit: Four')	('Numbers: Four-581', 'Digit: Four')	('Numbers: Nine-5642', 'Digit: Nine')	('Numbers: Eight-2938', 'Digit: Eight')	('Numbers: Six-6833', 'Digit: Six')	('Numbers: Seven-4468', 'Digit: Seven')	('Numbers: Four-5666', 'Digit: Four')	('Numbers: Nine-4606', 'Digit: Nine')	('Numbers: Eight-390', 'Digit: Eight')	('Numbers: Four-5698', 'Digit: Four')	('Numbers: Six-1727', 'Digit: Six')	('Numbers: Two-5048', 'Digit: Two')	('Numbers: Eight-366', 'Digit: Eight')	('Numbers: Seven-4900', 'Digit: Seven')	('Numbers: Three-6403', 'Digit: Three')	('Numbers: Three-5275', 'Digit: Three')	('Numbers: Six-3744', 'Digit: Six')	('Numbers: Two-6710', 'Digit: Two')	('Numbers: Zero-1168', 'Digit: Zero')	('Numbers: Nine-3366', 'Digit: Nine')	('Numbers: Three-2189', 'Digit: Three')	('Numbers: One-677', 'Digit: One')	('Numbers: Four-2498', 'Digit: Four')	('Numbers: Five-5069', 'Digit: Five')	('Numbers: Six-2133', 'Digit: Six')	('Numbers: Five-5824', 'Digit: Five')	('Numbers: Four-3050', 'Digit: Four')	('Numbers: Four-4032', 'Digit: Four')	('Numbers: Four-1676', 'Digit: Four')	('Numbers: One-1327', 'Digit: One')	('Numbers: Zero-739', 'Digit: Zero')	('Numbers: Four-6723', 'Digit: Four')	('Numbers: Five-5878', 'Digit: Five')	('Numbers: Nine-5629', 'Digit: Nine')	('Numbers: Five-1417', 'Digit: Five')	('Numbers: Seven-5775', 'Digit: Seven')	('Numbers: Two-3308', 'Digit: Two')	('Numbers: Four-352', 'Digit: Four')	('Numbers: Six-282', 'Digit: Six')	('Numbers: Nine-2749', 'Digit: Nine')	('Numbers: Nine-814', 'Digit: Nine')	('Numbers: Nine-4747', 'Digit: Nine')	('Numbers: Six-4959', 'Digit: Six')	('Numbers: Zero-4199', 'Digit: Zero')	('Numbers: Four-5781', 'Digit: Four')	('Numbers: Five-3182', 'Digit: Five')	('Numbers: Three-2589', 'Digit: Three')	('Numbers: One-2362', 'Digit: One')	('Numbers: Two-748', 'Digit: Two')	('Numbers: Four-963', 'Digit: Four')	('Numbers: Four-1407', 'Digit: Four')	('Numbers: Four-326', 'Digit: Four')	('Numbers: Six-1136', 'Digit: Six')	('Numbers: Eight-6239', 'Digit: Eight')	('Numbers: Six-4017', 'Digit: Six')	('Numbers: Eight-3449', 'Digit: Eight')	('Numbers: Three-6740', 'Digit: Three')	('Numbers: One-1538', 'Digit: One')	('Numbers: Five-6142', 'Digit: Five')	('Numbers: Seven-5258', 'Digit: Seven')	('Numbers: Six-798', 'Digit: Six')	('Numbers: Zero-1284', 'Digit: Zero')	('Numbers: Six-4793', 'Digit: Six')	('Numbers: Nine-4737', 'Digit: Nine')	('Numbers: Five-1111', 'Digit: Five')	('Numbers: Eight-6210', 'Digit: Eight')	('Numbers: Six-1878', 'Digit: Six')	('Numbers: Four-6734', 'Digit: Four')	('Numbers: Six-744', 'Digit: Six')	('Numbers: One-6533', 'Digit: One')	('Numbers: Nine-1858', 'Digit: Nine')	('Numbers: Four-4623', 'Digit: Four')	('Numbers: Eight-2929', 'Digit: Eight')	('Numbers: One-6463', 'Digit: One')	('Numbers: Six-6336', 'Digit: Six')	('Numbers: Five-5127', 'Digit: Five')	('Numbers: One-5887', 'Digit: One')	('Numbers: Six-1829', 'Digit: Six')	('Numbers: Seven-1986', 'Digit: Seven')	('Numbers: Nine-5875', 'Digit: Nine')	('Numbers: Two-6550', 'Digit: Two')	('Numbers: Six-145', 'Digit: Six')	('Numbers: Eight-3480', 'Digit: Eight')	('Numbers: Three-4486', 'Digit: Three')	('Numbers: Six-5853', 'Digit: Six')	('Numbers: Seven-5337', 'Digit: Seven')	('Numbers: Seven-4517', 'Digit: Seven')	('Numbers: Four-345', 'Digit: Four')	('Numbers: Two-77', 'Digit: Two')	('Numbers: Eight-61', 'Digit: Eight')	('Numbers: One-5720', 'Digit: One')	('Numbers: One-6008', 'Digit: One')	('Numbers: Four-4423', 'Digit: Four')	('Numbers: Three-901', 'Digit: Three')	('Numbers: One-2838', 'Digit: One')
pos_20-21	254	7	0	0	0	32	0	0	0	2	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	4	252	0	0	0	0	4	8	0	0	0	0	0	0	0	0	63	150	0	73	0	0	0	240	224	255	0	106	0	0	0	0	0	0	0	0	0	253	252	0	0	0	0	253	0	0	0	221	0	0	0	96	0	0	0	0	0	0
pos_20-22	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	99	120	128	0	0	0	0	0	0	0	0	0	0	0	8	252	0	0	0	0	253	0	0	0	142	0	0	0	0	0	0	0	0	0	0
pos_20-23	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	187	0	0	0	20	0	0	0	0	0	0	0	0	0	0
pos_20-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-5	185	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0
pos_21-6	254	0	51	238	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	253	0	0	0	0	0	0	0	0	0	21	0	252	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	136	0	0	253	0	0	0	0	0	0	0	0	0	0	0
pos_21-7	254	0	0	253	0	0	0	0	221	0	0	0	0	117	0	0	52	9	0	0	72	0	0	0	0	253	0	0	0	0	0	0	146	0	0	95	0	252	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	2	146	13	0	47	0	0	202	0	0	120	0	0	0	0	0	0	0	229	0	0	0	0	123	0	0	253	0	0	253	0	0	0	0	0	0	0	0	0	13	0
pos_21-8	254	0	0	170	0	0	0	0	165	0	0	0	0	246	0	0	230	172	0	153	108	0	0	253	0	253	0	0	0	0	0	0	253	0	26	238	0	252	0	44	0	225	102	0	0	0	0	0	0	0	182	59	0	0	0	0	0	0	0	27	253	76	166	47	0	0	248	0	0	252	0	0	0	6	0	0	0	253	0	0	24	0	255	0	0	253	0	0	247	0	0	0	0	0	0	0	0	0	111	14
pos_21-9	222	0	0	109	0	0	0	0	2	44	0	0	0	253	0	0	253	246	0	213	182	0	0	251	0	253	0	0	0	0	0	0	253	0	205	246	0	253	0	253	0	253	253	0	0	0	0	0	49	0	182	213	0	0	0	0	0	48	158	136	158	231	252	47	0	0	252	0	0	252	0	0	0	183	0	0	0	253	0	0	144	0	253	0	0	253	0	0	141	0	0	0	0	0	0	0	0	0	41	193
pos_21-10	190	0	0	109	0	0	0	0	0	121	0	0	0	122	0	55	253	254	0	21	118	50	0	253	36	236	0	0	0	0	0	0	253	0	253	199	0	252	0	253	0	252	224	23	0	0	0	0	239	0	198	253	0	0	0	0	0	170	232	156	49	252	252	47	0	0	252	64	68	169	159	0	0	254	0	0	0	254	0	0	252	0	254	0	0	236	0	0	141	0	0	0	12	0	198	253	0	0	34	253
pos_21-11	135	0	0	109	0	0	0	0	0	253	0	0	0	144	82	86	253	254	0	0	254	244	0	251	228	155	79	0	0	75	0	0	103	0	252	199	0	252	0	253	82	164	106	66	0	0	0	8	85	0	164	253	0	0	0	149	0	253	92	254	0	252	252	47	44	50	252	128	245	74	254	0	18	253	0	0	0	253	158	0	252	0	253	0	0	135	0	155	187	72	0	0	221	0	114	251	0	0	26	231
pos_21-12	91	0	38	109	0	0	0	0	28	253	0	0	0	243	253	158	253	240	0	0	254	253	0	253	253	155	253	0	0	130	0	0	0	60	183	223	255	252	0	253	254	66	10	114	0	0	0	121	0	0	115	252	23	0	0	254	0	253	22	254	0	252	205	41	253	112	252	64	253	0	9	0	205	253	0	0	0	253	219	118	252	0	254	165	0	135	0	252	141	174	64	0	254	0	0	188	146	0	48	50
pos_21-13	91	0	213	255	0	0	0	0	199	253	95	0	0	253	248	226	253	203	0	0	203	253	0	251	251	45	253	0	0	215	25	0	0	230	0	253	255	252	0	249	253	57	0	123	43	0	66	199	0	0	56	180	235	0	0	254	0	253	22	254	0	252	55	0	253	221	252	128	191	0	0	0	231	253	193	0	0	240	31	202	252	148	253	254	115	135	7	252	226	251	212	9	106	0	0	15	252	0	173	0
pos_21-14	91	0	253	253	0	0	0	0	239	253	254	0	0	214	0	254	253	254	91	0	25	253	0	253	50	122	176	0	0	254	211	0	0	233	0	209	255	247	0	183	244	82	0	252	254	0	253	254	0	0	11	253	252	0	0	140	0	253	22	254	0	253	0	0	253	252	252	255	0	0	35	0	56	253	252	0	0	137	0	253	252	254	254	99	253	135	65	200	249	251	253	253	0	108	0	0	177	0	253	0
pos_21-15	91	0	252	253	23	0	196	0	60	253	250	190	145	19	0	254	253	254	253	0	0	255	0	251	0	193	65	0	0	254	238	0	0	7	0	199	0	183	0	39	81	169	0	253	245	0	253	254	0	38	0	253	253	0	215	0	0	253	22	254	0	252	0	0	61	252	253	255	0	0	246	0	0	245	253	0	164	0	0	253	253	229	233	0	254	75	242	253	252	251	254	253	0	236	0	0	5	0	252	0
pos_21-16	97	0	252	253	208	145	254	0	0	253	69	252	253	0	0	254	253	239	84	11	0	253	0	253	0	253	0	0	0	182	50	168	0	0	0	199	0	100	253	0	0	119	58	252	32	255	253	254	0	253	0	253	145	0	254	0	0	159	57	254	0	252	0	0	0	253	252	191	0	0	165	0	0	161	248	0	252	0	0	253	252	11	82	0	121	135	253	252	253	253	253	253	0	254	0	0	0	145	252	0
pos_21-17	233	0	202	84	244	253	141	109	0	237	0	247	253	0	0	238	244	124	0	213	0	253	0	251	0	253	0	191	90	127	0	238	0	0	0	201	0	13	251	0	0	57	226	252	0	255	253	182	0	253	0	223	0	0	30	0	255	123	127	254	0	252	0	0	0	252	252	255	0	9	0	0	0	32	84	214	252	0	0	250	252	0	0	0	0	135	252	252	253	251	183	253	0	254	0	0	0	253	239	0
pos_21-18	254	0	0	0	0	245	0	254	0	89	0	232	72	0	0	158	176	2	0	255	0	186	0	196	0	98	0	255	254	17	0	9	0	0	0	253	0	0	253	0	0	57	253	252	0	0	241	44	10	253	0	94	0	0	0	0	255	41	197	254	239	252	0	0	0	252	252	128	0	78	0	0	0	0	0	253	147	0	0	250	252	0	0	0	0	135	168	205	231	251	13	253	0	254	0	0	0	84	44	0
pos_21-19	254	223	0	0	0	107	0	154	0	17	0	92	0	0	0	77	132	0	0	192	0	26	0	28	0	0	0	255	86	0	0	0	0	0	0	253	0	0	83	0	0	57	48	252	0	0	60	0	185	253	0	0	0	0	0	0	0	0	249	254	253	215	0	0	0	236	252	64	0	236	0	0	0	0	0	185	0	0	0	253	252	0	0	0	0	135	137	11	86	251	0	63	0	253	255	0	0	0	0	0
pos_21-20	254	253	0	0	0	169	0	0	0	0	0	5	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	57	0	252	0	0	0	0	125	253	0	0	0	0	0	0	0	0	206	254	129	67	0	0	0	112	246	0	0	231	0	0	0	0	0	0	0	0	0	253	252	0	0	0	0	239	22	0	0	251	0	0	0	149	86	0	0	0	0	0
pos_21-21	254	67	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	57	0	249	0	0	0	0	0	8	0	0	0	0	0	0	0	0	5	142	0	0	0	0	0	63	71	0	0	0	0	0	0	0	0	0	0	0	0	212	252	0	0	0	0	253	0	0	0	51	0	0	0	0	0	0	0	0	0	0
pos_21-22	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	252	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-4	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-5	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
pos_22-6	254	0	254	93	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	124	0	0	0	0	0	0	39	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	9	0	0	106	0	0	0	0	0	0	0	0	0	0	0
pos_22-7	254	0	84	252	0	0	0	0	225	0	0	0	0	38	0	0	0	0	0	0	254	0	0	0	0	193	0	0	0	0	0	0	234	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	168	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	253	0	0	0	0	41	0	0	129	0	0	253	0	0	0	0	0	0	0	0	0	81	0
pos_22-8	254	0	0	252	0	0	0	0	90	0	0	0	0	199	0	0	100	0	0	71	254	0	0	57	0	253	0	0	0	0	0	0	233	0	93	161	0	160	0	25	0	225	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	252	166	0	0	0	131	0	0	252	0	0	0	0	0	0	0	253	0	0	0	0	213	0	0	57	0	0	253	0	0	0	0	0	0	0	0	0	252	32
pos_22-9	254	0	13	252	0	0	0	0	123	0	0	0	0	253	0	0	235	30	0	252	245	0	0	225	0	253	0	0	0	0	0	0	199	0	252	240	0	211	0	145	0	253	15	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	35	0	253	252	252	0	0	0	238	0	32	252	0	0	0	0	0	0	0	253	0	0	6	0	252	0	0	5	0	0	253	0	0	0	0	0	0	0	0	0	252	253
pos_22-10	254	0	92	252	0	0	0	0	123	0	0	0	0	252	0	0	253	76	0	223	233	0	0	254	143	253	0	0	0	0	0	0	115	0	253	253	0	252	0	242	41	252	12	0	0	0	0	0	85	0	0	137	0	0	0	49	0	0	253	1	243	252	252	0	0	0	238	0	237	252	217	0	0	0	0	0	0	254	2	0	116	0	253	0	0	5	0	0	253	0	0	0	167	0	86	253	0	0	237	253
pos_22-11	254	0	216	252	0	0	0	0	213	0	0	0	0	252	162	0	253	132	0	122	181	0	0	253	253	253	79	0	0	0	0	0	3	41	235	253	64	227	0	253	243	252	0	0	0	0	0	0	220	0	0	218	0	0	0	248	0	0	252	6	212	252	252	0	93	0	248	0	252	216	254	0	44	0	0	0	0	234	170	0	232	0	252	0	0	0	0	78	253	0	0	0	254	0	198	251	0	0	218	204
pos_22-12	254	0	253	252	0	0	0	0	231	0	0	0	0	252	253	0	253	217	0	0	55	0	0	254	253	253	253	0	0	0	57	0	0	235	117	253	255	160	0	170	253	252	0	0	0	0	0	0	98	0	0	253	17	0	0	254	0	0	252	6	115	252	175	0	253	0	252	0	126	184	9	0	253	0	0	0	0	183	178	0	252	0	253	216	102	0	0	251	253	0	206	0	175	0	57	126	139	0	252	0
pos_22-13	254	0	253	253	0	0	0	0	154	0	160	0	0	231	163	0	253	254	55	0	6	0	0	253	252	254	253	0	0	0	211	0	0	250	0	253	255	108	0	44	252	253	0	10	101	0	66	0	45	0	0	253	213	0	0	236	0	0	252	6	70	252	0	0	253	0	252	0	37	184	6	0	197	0	72	0	0	61	31	15	252	148	130	253	254	0	0	252	253	0	253	9	18	0	0	0	252	0	252	0
pos_22-14	254	0	254	252	0	0	0	0	28	0	254	0	0	43	0	0	234	212	197	62	0	0	0	254	67	253	229	0	0	0	231	0	0	75	0	253	128	42	0	0	122	252	0	81	255	0	253	0	0	0	0	253	252	0	56	24	0	0	252	6	11	253	0	0	198	0	252	0	0	90	198	0	0	0	233	0	0	0	0	130	252	254	50	45	254	0	0	252	253	0	253	253	0	0	0	0	203	0	253	0
pos_22-15	254	0	234	200	67	0	196	0	0	0	215	142	47	0	0	0	143	122	118	102	0	0	0	253	0	253	33	0	0	0	74	0	0	0	0	253	0	0	0	0	0	252	0	47	165	0	253	0	0	38	0	194	253	0	252	0	0	0	253	6	11	252	0	0	8	0	253	0	0	174	242	0	0	0	253	0	94	0	0	208	253	218	30	0	114	0	0	253	253	0	254	253	0	81	0	0	7	0	252	0
pos_22-16	254	0	100	97	254	24	254	0	0	0	0	247	253	0	0	0	95	0	0	132	0	0	0	169	0	247	0	0	0	0	0	154	0	0	0	226	0	0	254	0	0	252	6	142	0	191	253	0	0	253	0	71	131	0	254	0	0	0	252	6	71	252	0	0	0	0	252	0	0	185	70	0	0	0	252	32	252	0	0	253	252	0	0	0	0	0	0	252	253	0	185	253	0	208	0	0	0	145	242	0
pos_22-17	254	0	0	0	188	250	141	113	0	0	0	236	253	0	0	0	29	0	0	252	0	0	0	56	0	104	0	0	104	0	0	254	0	0	0	212	0	0	253	0	0	253	192	142	0	255	253	0	9	253	0	22	0	0	30	0	255	0	252	6	150	252	0	0	0	0	252	0	0	197	0	0	0	0	88	241	252	0	0	253	252	0	0	0	0	0	0	189	82	0	13	253	0	254	0	0	0	253	84	0
pos_22-18	255	0	0	0	0	253	0	254	0	0	0	101	72	0	0	0	0	0	0	233	0	0	0	0	0	14	0	255	250	0	0	71	0	0	0	212	0	0	254	0	0	252	253	248	0	128	251	0	176	253	0	0	0	0	0	0	255	0	252	6	251	231	0	0	0	0	241	0	0	252	0	0	0	0	0	251	200	0	0	253	252	0	0	0	0	0	0	51	24	0	0	253	0	181	86	0	0	84	0	0
pos_22-19	254	223	0	0	0	253	0	154	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	255	50	0	0	0	0	0	0	82	0	0	84	0	0	224	48	252	0	0	90	0	161	253	0	0	0	0	0	0	0	0	252	116	253	108	0	0	0	0	203	0	0	252	0	0	0	0	0	63	0	0	0	253	252	0	0	0	0	0	0	0	0	0	0	32	0	49	255	0	0	0	0	0
pos_22-20	248	253	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	51	0	0	0	0	0	168	0	166	0	0	0	0	11	253	0	0	0	0	0	0	0	0	80	78	83	0	0	0	0	0	84	0	0	137	0	0	0	0	0	0	0	0	0	253	252	0	0	0	0	162	0	0	0	0	0	0	0	0	86	0	0	0	0	0
