	('Numbers: Seven-5059', 'Digit: Seven')	('Numbers: One-2762', 'Digit: One')	('Numbers: One-5235', 'Digit: One')	('Numbers: One-6230', 'Digit: One')	('Numbers: Zero-1472', 'Digit: Zero')	('Numbers: Seven-1483', 'Digit: Seven')	('Numbers: Two-149', 'Digit: Two')	('Numbers: Five-4757', 'Digit: Five')	('Numbers: One-5285', 'Digit: One')	('Numbers: Six-6252', 'Digit: Six')	('Numbers: One-1280', 'Digit: One')	('Numbers: Six-37', 'Digit: Six')	('Numbers: Three-892', 'Digit: Three')	('Numbers: Nine-6821', 'Digit: Nine')	('Numbers: One-6341', 'Digit: One')	('Numbers: One-4684', 'Digit: One')	('Numbers: Six-6494', 'Digit: Six')	('Numbers: Nine-975', 'Digit: Nine')	('Numbers: Seven-3511', 'Digit: Seven')	('Numbers: Seven-3517', 'Digit: Seven')	('Numbers: Two-3742', 'Digit: Two')	('Numbers: Nine-2253', 'Digit: Nine')	('Numbers: Four-3989', 'Digit: Four')	('Numbers: Eight-4461', 'Digit: Eight')	('Numbers: Zero-858', 'Digit: Zero')	('Numbers: Four-1838', 'Digit: Four')	('Numbers: Five-5967', 'Digit: Five')	('Numbers: Seven-4171', 'Digit: Seven')	('Numbers: Zero-5526', 'Digit: Zero')	('Numbers: Six-3469', 'Digit: Six')	('Numbers: Eight-482', 'Digit: Eight')	('Numbers: Two-1599', 'Digit: Two')	('Numbers: Eight-3331', 'Digit: Eight')	('Numbers: Nine-2683', 'Digit: Nine')	('Numbers: Two-2972', 'Digit: Two')	('Numbers: Eight-6451', 'Digit: Eight')	('Numbers: Two-4248', 'Digit: Two')	('Numbers: Seven-4030', 'Digit: Seven')	('Numbers: Three-1679', 'Digit: Three')	('Numbers: Nine-5476', 'Digit: Nine')	('Numbers: Nine-5737', 'Digit: Nine')	('Numbers: Zero-5309', 'Digit: Zero')	('Numbers: Zero-3520', 'Digit: Zero')	('Numbers: Four-784', 'Digit: Four')	('Numbers: Nine-1491', 'Digit: Nine')	('Numbers: Five-1225', 'Digit: Five')	('Numbers: Eight-5334', 'Digit: Eight')	('Numbers: Eight-1825', 'Digit: Eight')	('Numbers: Six-5355', 'Digit: Six')	('Numbers: Seven-608', 'Digit: Seven')	('Numbers: Four-6003', 'Digit: Four')	('Numbers: Seven-5717', 'Digit: Seven')	('Numbers: Eight-4238', 'Digit: Eight')	('Numbers: Nine-4070', 'Digit: Nine')	('Numbers: Zero-5189', 'Digit: Zero')	('Numbers: One-7320', 'Digit: One')	('Numbers: Five-5509', 'Digit: Five')	('Numbers: Five-5421', 'Digit: Five')	('Numbers: Nine-5001', 'Digit: Nine')	('Numbers: Three-3572', 'Digit: Three')	('Numbers: Three-240', 'Digit: Three')	('Numbers: Seven-1143', 'Digit: Seven')	('Numbers: One-7539', 'Digit: One')	('Numbers: Seven-5055', 'Digit: Seven')	('Numbers: Zero-302', 'Digit: Zero')	('Numbers: Nine-4432', 'Digit: Nine')	('Numbers: Six-1605', 'Digit: Six')	('Numbers: Nine-6167', 'Digit: Nine')	('Numbers: Three-688', 'Digit: Three')	('Numbers: Four-4300', 'Digit: Four')	('Numbers: Eight-1796', 'Digit: Eight')	('Numbers: One-4937', 'Digit: One')	('Numbers: Five-2406', 'Digit: Five')	('Numbers: One-2158', 'Digit: One')	('Numbers: Four-5871', 'Digit: Four')	('Numbers: Five-2203', 'Digit: Five')	('Numbers: Six-4848', 'Digit: Six')	('Numbers: One-2649', 'Digit: One')	('Numbers: Four-4201', 'Digit: Four')	('Numbers: Five-2410', 'Digit: Five')	('Numbers: Zero-1270', 'Digit: Zero')	('Numbers: One-72', 'Digit: One')	('Numbers: Three-2287', 'Digit: Three')	('Numbers: Three-3811', 'Digit: Three')	('Numbers: One-3042', 'Digit: One')	('Numbers: Two-3036', 'Digit: Two')	('Numbers: Nine-2997', 'Digit: Nine')	('Numbers: Two-6224', 'Digit: Two')	('Numbers: Nine-5196', 'Digit: Nine')	('Numbers: Four-1161', 'Digit: Four')	('Numbers: Eight-4250', 'Digit: Eight')	('Numbers: One-3467', 'Digit: One')	('Numbers: One-3881', 'Digit: One')	('Numbers: Eight-4963', 'Digit: Eight')	('Numbers: Zero-6632', 'Digit: Zero')	('Numbers: One-736', 'Digit: One')	('Numbers: Nine-675', 'Digit: Nine')	('Numbers: Six-2346', 'Digit: Six')	('Numbers: Four-4018', 'Digit: Four')	('Numbers: Three-1615', 'Digit: Three')
pos_20-19	0	0	0	0	253	0	131	0	0	0	0	0	0	25	0	0	248	0	0	0	0	0	0	0	253	0	243	0	254	0	0	91	0	0	251	253	41	0	0	0	128	253	52	0	0	0	0	0	0	0	0	0	0	0	184	0	61	148	0	0	0	0	0	0	0	0	210	253	0	221	0	0	0	0	0	20	0	0	0	0	0	0	231	0	0	150	0	252	0	0	0	0	0	0	41	0	0	4	0	224
pos_20-20	0	0	0	0	253	0	14	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	246	0	255	0	254	0	0	0	0	0	121	253	32	0	133	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	26	253	0	25	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	70	0	210	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-21	0	0	0	0	253	0	81	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	144	0	253	0	207	0	0	0	0	0	2	103	0	0	253	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	19	0	196	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-22	0	0	0	0	207	0	13	0	0	0	0	0	0	0	0	0	89	0	0	0	27	0	0	0	0	0	69	0	38	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-23	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	167	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-6	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	61	0	0	149	255	0	0	24	0	0	0	0	0	253	60	0	0	253	18	0	0	0	0	0	0	0	14	0	0	0	0	0	253	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	137	0	0	140	0	0	0	0	0	0	0	0	0
pos_21-7	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	254	0	0	254	255	0	65	227	0	0	0	0	0	253	252	0	0	253	253	0	0	0	0	0	0	0	115	0	0	0	0	90	234	0	0	0	252	0	0	0	128	0	25	0	0	0	0	0	0	0	0	0	0	91	0	0	0	253	0	252	0	0	242	0	0	213	0	0	0	0	0	0
pos_21-8	0	0	0	0	0	0	248	10	177	0	0	0	0	0	40	0	0	0	0	0	0	0	0	124	211	0	0	0	254	0	0	254	255	0	226	253	149	0	0	0	0	253	252	0	0	253	253	46	0	0	0	0	26	0	253	0	0	0	0	234	152	0	0	0	252	0	16	0	182	0	232	0	0	158	0	0	0	0	0	87	242	247	219	112	0	253	0	234	58	0	31	0	0	253	144	0	0	0	0	23
pos_21-9	0	125	0	0	3	0	250	17	253	0	0	0	23	0	253	0	0	0	0	0	0	0	0	253	161	0	0	0	254	151	120	254	128	0	253	253	254	0	0	0	0	160	252	0	0	253	253	254	0	0	0	0	242	0	253	105	0	0	0	254	173	0	0	0	252	0	129	0	41	0	253	255	0	253	0	0	0	0	0	254	252	254	80	253	0	253	0	184	233	0	0	0	0	253	252	41	0	0	0	160
pos_21-10	0	255	0	9	168	0	254	17	253	73	96	112	179	0	219	0	67	0	0	0	0	0	0	168	253	42	138	0	254	254	253	254	64	0	253	253	250	0	0	0	0	150	252	0	0	253	88	247	0	50	0	43	203	40	253	253	0	0	0	254	253	0	161	0	253	60	129	0	1	0	253	255	0	251	0	0	0	50	0	254	108	254	0	253	0	201	0	80	253	0	0	0	0	250	252	243	0	0	0	253
pos_21-11	0	254	0	197	253	0	254	44	131	254	251	189	255	0	21	0	252	0	191	249	0	0	0	0	253	248	252	0	232	26	253	204	191	85	253	253	71	0	0	128	0	150	189	0	0	253	0	88	37	245	0	246	0	190	253	253	0	9	0	254	254	177	252	116	252	212	129	0	0	0	167	255	0	251	0	0	122	254	0	192	0	254	0	253	0	74	0	185	241	0	0	0	0	199	252	253	0	28	31	169
pos_21-12	125	212	0	252	253	5	254	80	0	254	251	221	253	0	0	0	252	0	255	254	0	16	0	0	253	254	252	255	190	45	159	62	191	253	253	253	116	0	152	255	0	150	134	0	0	253	2	15	218	253	0	252	182	252	253	253	0	167	0	254	253	253	252	254	252	254	214	0	0	0	17	191	11	188	0	0	253	239	0	181	0	254	0	254	0	0	176	184	151	0	0	22	0	252	252	252	0	136	250	13
pos_21-13	253	14	168	117	253	198	254	17	0	254	251	252	253	0	0	183	252	0	255	254	0	228	0	0	253	189	252	255	190	82	183	0	64	253	253	253	147	0	253	255	0	150	224	0	0	253	123	191	253	174	0	252	254	252	253	197	0	253	118	254	244	144	252	210	252	161	253	0	0	0	72	0	68	0	0	0	220	13	42	77	4	255	0	253	175	0	254	234	7	178	0	252	172	253	253	102	181	189	254	0
pos_21-14	253	0	250	0	253	254	254	0	0	254	132	252	178	0	0	253	181	0	255	212	0	254	0	0	253	10	252	255	252	82	200	0	0	174	253	253	195	59	78	128	0	230	252	32	0	255	253	254	105	0	0	75	93	252	253	13	0	253	255	254	203	0	84	9	252	14	253	0	10	0	253	0	252	0	71	0	47	0	254	229	60	254	0	253	253	85	204	252	0	250	62	252	253	253	252	0	193	215	226	0
pos_21-15	253	0	252	0	253	253	254	0	0	254	0	112	0	0	0	108	252	100	191	12	0	181	0	209	253	0	253	255	254	82	253	63	0	0	221	253	205	238	0	0	0	253	253	254	101	232	253	174	104	0	1	8	0	228	254	0	64	253	254	254	0	0	0	0	196	0	253	0	220	0	253	0	253	0	254	87	0	0	121	254	244	254	0	253	71	110	18	252	0	31	239	62	253	205	252	0	9	216	16	0
pos_21-16	253	0	250	0	253	211	254	0	0	224	0	74	0	192	0	0	253	253	0	0	0	3	185	253	253	0	252	128	254	15	253	235	0	0	48	253	226	221	0	0	0	253	252	251	254	154	253	0	98	0	141	0	0	45	191	0	249	253	241	207	0	0	0	0	52	0	217	0	254	0	215	0	179	0	16	224	0	0	0	254	252	217	10	241	0	110	0	253	0	0	180	0	236	0	210	0	0	210	0	22
pos_21-17	0	0	125	0	253	14	254	0	0	40	0	0	0	253	0	0	252	253	0	0	0	0	253	117	253	0	252	0	254	0	253	226	0	0	12	253	254	26	0	0	255	253	244	12	246	8	41	0	0	0	241	0	0	0	128	0	253	250	35	47	0	0	0	0	0	0	129	83	84	0	122	0	0	0	0	253	0	0	0	230	109	34	118	69	0	200	0	208	0	0	23	0	90	0	119	0	0	245	0	204
pos_21-18	0	0	0	0	253	0	254	0	0	0	0	0	0	253	0	0	132	55	0	0	0	0	253	0	253	0	252	0	253	0	93	93	0	0	125	253	254	0	0	0	255	250	63	0	0	0	0	0	0	0	29	0	0	0	24	0	159	175	0	0	0	0	0	0	0	0	87	231	0	254	0	0	0	0	0	213	0	0	0	17	10	0	235	0	0	242	0	151	0	0	0	0	2	0	5	0	0	56	0	253
pos_21-19	0	0	0	0	253	0	255	0	0	0	0	0	0	25	0	0	82	0	0	0	0	0	0	0	203	0	252	0	245	0	0	0	0	0	248	253	254	0	3	0	191	217	0	0	0	0	0	0	0	0	0	0	0	0	7	0	4	11	0	0	0	0	0	0	0	0	4	253	0	253	0	0	0	0	0	9	0	0	0	0	0	0	253	0	0	253	0	69	0	0	0	0	0	0	0	0	0	0	0	127
pos_21-20	0	0	0	0	253	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	253	0	132	0	0	0	0	0	253	177	243	0	112	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	119	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	253	0	6	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-21	0	0	0	0	253	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	5	0	0	0	0	0	36	15	70	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-22	0	0	0	0	26	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-23	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	182	255	0	0	0	0	0	0	0	0	168	4	0	0	156	18	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	15	0	0	217	0	0	0	0	0	0	0	0	0
pos_22-7	0	0	0	0	0	0	0	0	18	0	0	0	32	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	35	0	0	254	255	0	0	125	0	0	0	0	0	253	168	0	0	208	253	0	0	0	0	0	0	0	2	0	0	0	0	121	253	0	0	0	199	0	0	0	113	0	127	0	0	0	0	0	0	0	0	0	0	61	0	0	0	253	0	160	49	0	250	0	0	213	0	0	0	0	0	0
pos_22-8	0	38	0	0	0	0	0	0	245	0	0	0	82	0	40	0	0	0	0	0	0	0	0	213	28	0	0	0	199	0	0	254	255	0	35	253	214	0	0	0	0	253	252	0	0	248	253	1	0	0	0	0	131	0	11	0	0	0	0	254	252	0	0	0	252	0	0	0	254	0	253	0	0	158	0	0	0	0	0	37	223	254	234	13	0	253	0	227	236	0	121	0	0	253	125	0	0	0	0	0
pos_22-9	0	244	0	0	0	0	45	0	253	0	0	0	234	0	253	0	0	0	0	0	0	0	0	253	7	96	0	0	254	0	207	234	255	0	179	253	254	0	0	0	0	253	252	0	0	253	253	178	0	0	0	13	254	46	99	193	0	0	0	254	253	0	0	0	252	5	0	0	254	0	253	255	0	253	0	0	0	0	0	194	252	254	185	192	0	200	0	252	253	0	37	0	0	253	252	52	0	0	0	6
pos_22-10	0	254	0	47	8	0	124	0	238	0	48	0	252	0	68	0	0	0	64	0	0	0	0	80	45	222	38	0	254	0	253	118	255	0	253	253	254	0	0	0	0	253	252	0	0	253	100	254	0	164	0	212	54	231	132	253	5	0	0	254	252	99	120	9	253	197	0	0	181	0	253	255	0	251	0	0	0	50	0	254	218	254	31	253	0	75	7	252	249	0	37	0	0	253	252	253	0	0	0	178
pos_22-11	0	247	0	252	114	0	124	0	61	0	220	0	253	0	0	0	0	0	255	249	0	0	0	0	45	254	154	64	254	0	253	17	191	164	253	253	254	0	0	255	0	253	252	0	0	253	66	251	0	252	0	253	124	252	132	253	84	0	0	254	253	254	252	174	252	254	0	0	65	0	230	255	0	251	0	0	122	254	0	254	54	254	0	253	0	0	151	253	122	0	24	0	0	253	252	255	0	0	34	253
pos_22-12	253	63	0	185	253	9	228	0	0	0	251	0	252	0	0	0	0	0	255	254	0	140	0	0	157	188	252	255	254	0	253	0	0	252	253	253	254	0	192	255	0	253	252	0	0	218	180	168	0	231	0	253	250	252	132	246	0	23	0	254	212	243	252	253	252	170	0	76	4	0	191	64	155	148	0	0	253	140	0	254	112	254	0	254	0	0	251	252	0	0	43	22	0	253	252	253	82	0	254	227
pos_22-13	251	0	168	6	253	253	254	0	0	0	219	0	170	0	0	241	0	0	255	254	0	254	0	0	199	15	252	255	254	0	253	0	0	252	232	253	254	16	253	255	0	253	252	0	0	208	253	254	0	28	0	190	216	252	132	97	0	180	181	254	81	71	210	184	249	15	0	28	34	0	253	0	252	0	0	0	253	0	42	254	184	254	0	253	132	0	234	227	0	246	128	252	9	253	253	41	251	0	254	154
pos_22-14	251	0	250	0	253	254	254	0	0	0	47	0	9	0	0	253	0	0	255	98	0	247	0	0	199	0	252	255	254	0	253	0	0	42	149	253	254	229	199	64	0	253	252	73	0	59	253	254	0	0	0	0	27	160	75	0	23	231	254	235	0	0	0	0	223	0	0	0	158	0	253	0	252	0	133	162	81	0	254	254	252	201	61	251	255	0	20	160	0	246	241	252	253	253	252	0	57	18	129	136
pos_22-15	251	0	252	0	253	253	254	0	0	0	0	0	0	0	0	108	0	153	0	0	0	85	0	56	199	0	253	128	254	0	253	0	0	0	22	253	242	249	20	0	0	253	253	254	145	45	253	53	0	0	0	0	0	42	11	0	204	253	253	123	0	0	0	0	0	0	0	32	254	0	249	0	253	0	216	239	0	0	69	254	248	58	138	196	191	0	0	108	0	0	245	106	253	108	205	0	0	18	0	136
pos_22-16	147	0	194	0	253	65	254	0	0	0	0	0	0	192	0	0	0	253	0	0	0	0	185	253	199	0	252	0	254	0	222	17	0	0	0	253	240	85	10	0	0	250	142	177	254	0	233	0	0	0	27	0	0	0	5	0	253	221	167	5	0	0	0	0	0	0	0	145	208	0	62	0	97	0	7	253	0	0	0	254	131	27	211	34	0	0	0	46	0	0	76	0	253	0	31	0	0	14	0	230
pos_22-17	0	0	41	0	253	0	254	0	0	0	0	0	0	253	0	0	0	253	0	0	0	0	253	205	199	0	252	0	215	0	63	32	0	0	0	253	240	0	20	0	128	217	13	0	180	0	30	0	0	0	245	0	0	0	0	0	253	128	4	0	0	0	0	0	0	0	0	249	5	0	0	0	0	0	0	218	0	0	0	66	17	0	253	0	0	0	0	17	0	0	0	0	253	0	0	0	0	191	0	253
pos_22-18	0	0	0	0	253	0	238	0	0	0	0	0	0	253	0	0	0	55	0	0	0	0	253	0	96	0	252	0	142	0	1	0	0	0	0	249	240	0	20	0	255	93	0	0	0	0	0	0	0	0	34	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	253	0	253	0	0	0	0	0	98	0	0	0	0	0	0	253	0	0	18	0	0	0	0	0	0	25	0	0	0	0	84	0	185
